,family,txn_hash,output_index,potential_ransom_wallet_addr,potential_ransom_btc,potential_ransom_usd,unix_ts
1896,Locky,5c6d8ce7ea1aa9f8d9c48127d57cd9337709ab87aab3d86eb83b8d58367f77ce,0,194XrevAQ1SrVVA1zYMweoag1yWAoRhyt4,0.5,206.28,1458303642
1897,Locky,0b269e14712d43e2677e3f8b107a44d97f77cb8bfb84de2b1802416082a34b72,0,1Ja7Hg2z1qSggWNhuGNybZZcnBVADrfdWZ,0.5,206.28,1458303642
1898,Locky,2c61a265fc03d6d015b2a1c18fafb725bfd95b9d023360d659dc418fe2ba880b,1,1AiuEdrNZynFnonVrSjyCBHj8SUVE4cjka,0.5,206.28,1458303872
1899,Locky,fba507ab1724bcd09680d7f3eb77065dc68600864a07975c84a02c1401c45006,1,1FrrQ67wcpDLisYaGshw54f2veHDzZTTQe,0.5,206.28,1458304202
1900,Locky,ac4331a30738b7f26199fca2d571a025d7e6c0dcce5dc1d3a7bbcce6afc6dac8,1,18gvQz8hXwdzkMGVXcArcE7cvVc2TNBhgA,1.0,412.55,1458304202
1901,Locky,7cc3c1257940ab92669d1d35d20130a38cbfde2b4fafe3ce6bfd04f0789c9b0c,0,13zALzxHKVHwtAKJTaLjaTg9i9J9yuzk2K,3.9999,1650.16,1458305361
1902,Locky,3bc8765b93a2db9d227169483aa41e670370d4e4b74be20a9be28bb33e728175,6,176nN1p8DgEB4zdAiGxpnCEVmzpVxYSpQB,0.5,206.28,1458306872
1903,Locky,7bc1c507413c3ae227cfb1bebbdd40a1b107326ac616aa701afce8be25885b87,11,1HmHAbiNzPw4BRipLPy5djURqwmVynJJrS,3.0,1237.65,1458309301
1904,Locky,9d4ccab5cb8d98a068b6c385d07a3c7b34b485a55279bd8aa9db31f2b1d4de34,0,17bSjL7cBjWDJSmLwdwMqSUmwbnzjkitTm,3.0,1237.65,1458309301
1905,Locky,4aa05fb200ff03fb75da1ab3f11d9e0ce4ee1b2c03bbf002eaf6ee60b42ff5af,0,15Zvzq7uiy5xP8DDX4sDvLnH5ZRP1i99rG,4.0,1650.2,1458309301
1906,Locky,1bf9c3aab28bf166b0ab59bd92d094534218536b531782feb8dfe10d001d22c9,1,1DLqEwR6zujgfyoYwFs65PcE7Cz3GrFyer,3.0,1237.65,1458313086
1907,Locky,9aa1ec246b02d87ffb1fd451335e042a22bdd6bff28c6609543245b3688cfaa9,0,1EWtrAp9Y9d2FkXBqXeuZNrYwEgFG1vxyv,3.0,1237.65,1458313086
1908,Locky,e586efd7b5d66c2da2722c162b29d6b9d206ab36d05377b49d00b814bcbc7822,0,1LcZL3tWSEoUVHQVSSPvX8PTRGi5tpxi8K,3.0,1237.65,1458313290
1909,Locky,beeb02b99b5004260c8b2fc8bf931310fa1950664fc479ade041f91ad3667c73,28,1MArYrzB5zF9BFsZKRqezCZZJzRyy1Gzs6,4.0,1650.2,1458313598
1910,Locky,324fb7e61a59fddb94d5a893b2ea575575c2fb782e1fca6ac0216fc5fc3aba46,0,1LbQLBjPmcazWEk8opE2c9Cgqq6UUxToyK,3.0,1237.65,1458313598
1911,Locky,dd451af817c13f60d8eead5d68db0525db5255d8739459841d0b157a06e5d56c,0,1HziSJaYw9HXA7q9HsPuzNVP92oYAxRgbC,7.0,2887.85,1458314292
1912,Locky,e770b9cf33e4aeb64c4b313a1c4e63ee49fddbeea3e43f434f3dad8fba4f025b,0,1DGHi8THLpK4AKBDfXcR8GWiwxTybaVp8E,0.5,206.28,1458314292
1913,Locky,64939dfb26130eafa809a8c305cf000eb3941f34721c52526f2c8ff0594e0e8a,0,16oLfdWRkfTKY754MNvGznfRXo3VYXdeg,0.5,206.28,1458314342
1914,Locky,0ab5e18722063097c7773c752763244e5307765be9f4009f092cefb8d0c4ba37,1,14kYmvNLtGvKPnWvZatdsRaJRmq5Wuj2ZN,0.5,206.28,1458317130
1915,Locky,b2a93ce21f6ae87c64735cb56c9f85ebbffeaa4311683c8a0c37956ee22b5e4c,0,17KshjAB65Bkb8GmA7rVq9kBqarrS93RDw,0.5,206.28,1458317130
1916,Locky,0bd1cb16baae5ffc91f0c9ea88c4eed0036ab0b207b3dfcc9c23ae5d76af91d7,17,18NKZFiwMFEkkth5UN5X8sXCqZjgopJU8T,3.0,1237.65,1458317130
1917,Locky,83fd23169e1c6d81d74cef30dccfe68bf956183a476f5468c89e1f4240c88512,1,1Fsr5t6wj2JiAGgjQWBeSmSYQMMA5UfZv1,3.0,1237.65,1458317130
1918,Locky,2e6233a1d593887dfe012b9691d3cd3b631da97405bac3e58134a08826a1575d,0,1DTtgzb4QX9dtCQnptdXsaAfrUJmYSco8X,0.4999,206.23,1458318115
1919,Locky,2fe5fc7387eac091676df89bf36e5dbb0494789f592bb8a401a312b806528afa,0,16e1yoEpMR3R4sEAi5GEbnWKrNVApYA3N3,0.5,206.28,1458319096
1920,Locky,6405fd313bfc7a7eaedb261c101647efbb0321bed38b2956144e62f9d37a2c90,1,1JZkPYKWYz5erdJQtwA7ufk5azPm1HG2G3,0.5,206.28,1458319402
1921,Locky,eabd8a1ea2fbfbe4ccc02d2fbf488dd5fdd4a288f10415e853a9fcd62221360c,0,18oFFfNPqnz2yzr6WVYL9MwAbBWGpBFs3G,3.0,1237.65,1458320512
1922,Locky,c94fae9f20a4a602f5eb9023e7f3fb1797d2acac99fc03b81324c4e924e7dd1d,0,16smTcbKcFGANvQgf4LdndkD1XvcPEtWp,3.0,1237.65,1458321190
1923,Locky,3afa64c298e551824657b49134084882f37bb353439fc5e05068d746274d9b99,0,14B3QzvSDsYdRAdKDzx8eHsyZoQQgS6cNG,0.5,206.28,1458321505
1924,Locky,2e59ec3ef538aeb60b10f1566298afe107ac0dffaac6ff6cbc81cc3d03192f91,1,14t6xgDNvoLSk4mm1W9xaH7xyrDa4GHFEU,3.0,1237.65,1458321505
1925,Locky,baad32170eab648a28cadd98652b3716cc29f1267dd50be33aeaa313a6198dd0,15,1LTJ1TycwMuYxoLAokLsmkFhuY3XWHz6m7,3.0,1237.65,1458323088
1926,Locky,9552ca958629858f69540575f1a6201b92a831d7abdad30b237452d6851adefe,0,1G1JLegZ3WL6iYMuARF1WMFUyK4kt61R9x,0.5,206.28,1458323088
1927,Locky,894e570262f661c5b7fb79e84693aabbb2b73ffb672265002a1fe06fd5f74d3f,0,1Kq4RwrSSSoiXXTA9PHtx6u9rAFMtUYXu,3.0,1237.65,1458324285
1928,Locky,480b155f116ff030edf6c32f3756a1ecbeca5d1fcce41bc950721647e739f07e,0,1HCQ3bNQ2czBa2ZfybrrMxq4XsoHSGugcX,0.4999,206.23,1458324285
1929,Locky,2c338ba9ac34d421077c92c119a4b5d38fde2e1127fd0486b8a394c9b6407c8b,0,183N9sqdCBCymoVx6gACWEDnxpXWgzc1Wk,0.5,206.28,1458325321
1930,Locky,8090f5b53b63d0cfba0f26d329d53d6cb6814ba9e26cb7b9c9ad8f5f0160436d,1,1M61wHwRa73uFufXdSEeBbTyCWrbBexAYd,4.0,1650.2,1458327966
1931,Locky,c7980bc91e9a3bfaac009dfb1a71c12a7161949442aebb6ca8019867efc284a0,0,15Pg5eHjdqAH3AKXH9X2xuDc2JJPuttirq,0.5,206.28,1458327966
1932,Locky,a7810eefbf9b0cdb0d25f9005f94c32280b84dec85d201443bbfd93caef52268,17,1BRoFsqo4H9cv8Jh3TzS5ADSUqQBw5UKvT,0.4999,206.23,1458329558
1933,Locky,305eb26ecd53fb5d3e5556306eabb4fc36431c6f17fd182e0698b97f337c5def,1,17H9iznMNFGujMpNE9Cr8yVZRxPdxU6vv,0.5,206.28,1458329558
1934,Locky,17b3659b5398880e589dcd38c28bfa787c58e8b712fe0b1917f4bc235b0a93d9,1,19J5etxY9rEcPkML16DMA3f9VKW4U5Su2x,0.5,206.28,1458329558
1935,Locky,21127ceed50e8339d4ed531ac6762db149aa5c20b78ce347fdfd34137f9d66a5,0,12iPgG35UBX9E6ru4Ph7YnE4T3focu69tr,0.5,206.28,1458329558
1936,Locky,22e23fb6203c22e04ca4db6430b1026c1c35edafd05662a929612ed8f4338941,0,1PfYFqaxtyD2k4jWD27LfxyqL4DgapEKxQ,0.5,206.28,1458329558
1937,Locky,b195eb515d053405578ccc6ec9187bf5b1f3b8da211e6bba47731ba994c54608,8,1FSVMJuf4f5YRxi7NsKgMu2V1cQcb1zBxk,3.0,1237.65,1458331567
1938,Locky,139158cb8c2b35d7a507f89a785230e07e678ed7511b7ab9ce0e8af7ec9d340b,0,1Dy9zuSxeoTws84bh8NoioEXYXhWedSosE,3.0,1237.65,1458334475
1939,Locky,085c8503fcc2dc3206e3257c0e852847ac59c3ff4bf088766582183d0e5fb12c,10,1DMGGDUBwjLda29rjoNXTdhTJXnUjeSbEi,4.0,1650.2,1458335472
1940,Locky,078bbd28872053b2120abb3f7b7556b903a303903849e83564500da15803c245,15,19J5etxY9rEcPkML16DMA3f9VKW4U5Su2x,1.0,412.55,1458338222
1941,Locky,5f9bfe0f70fa0ceeb660bb9d3a2fe5581805fda6d9f2233bed4c2da2b641c722,0,1CGg66gw3pJWMfe7ucNxcQqEG3uxw6ya6V,0.5,206.28,1458338222
1942,Locky,af91bd29bdbef9c2a2fdec67aac193732a1cb4c1a68337ed6498fa3bd13627fe,18,19J5etxY9rEcPkML16DMA3f9VKW4U5Su2x,1.5,618.83,1458339889
1943,Locky,4afacfbb307467be05f4909969ecb1d1d4438cd9f91bb7bd14fccedfaa8f6986,1,18dNa61DhhxjhFYm2UVPa9vZwqycmjLL6a,4.0,1650.2,1458339889
1944,Locky,af322ecad763a42483eb24b388549e42a2498517db723b245c08cf4fff8ffb06,1,1F5YcKGiT5i2wvKNwdxDWbbgzYzz2Hf36h,0.5,206.28,1458340041
1945,Locky,d53942f06f85003d3a1d44f4c558e3c94ecdab0f228fa37d3d9b0b8376a3fbf2,1,19TW2hTh8RtXgmTw2w3nPEfLQM52SyWrYV,4.0,1650.2,1458340802
1946,Locky,d78e76be27df5bbe899cd2212f97dbb7757afac44ee2d559dcda4c03dff176af,1,1J4ttw3Ctxd7iD9h97gqS7T57HzPTXgjVi,0.5,203.53,1458344164
1947,Locky,5d69744f0b76421f12804270b3f290ee1a89edfd9d8234251a84e1a73e0b2a09,0,1FxR3onY6rG81X9t7h9Xan2dD3QQamA6F5,0.5,203.53,1458344922
1948,Locky,4f711a2781f24fdafa942675dd108a35418951811b73d559007cbbbbd820c015,1,19sC8Smaq5TmYmszvPDGj1wNhkhjCmeVP9,0.5,203.53,1458344922
1949,Locky,a7198cca59cebc23f34ff46be393bf9bcbcffe74aea21153107467d93a12b8f7,0,1L9aFsVfYCT8scUu8bGoiXDagFa2K2FCsg,4.0,1628.24,1458346818
1950,Locky,37d791e5ff9f6087f284d51923d0387b354d156a93a4539c245688350a9da513,0,1NeKY58tuNxvQDpfsXNMxXcEGLQf8uvJAC,0.5,203.53,1458347034
1951,Locky,322ce751900fbedc4668279147402e2b94fd9088b25330e7703128186a9af7cb,0,1AjXRGxqBNZGKVmDJfJ1fDVRASwVSwn13a,0.5,203.53,1458349266
1952,Locky,babcc2af96be7a204fc337aee8995bbd6aefe7a9c8777b9c9b5cbe2db24bb656,0,1Q8ER4Luvo6DEoMtXX6qYNCfXSsQiqsPJt,0.50770372,206.67,1458349266
1953,Locky,dc8602bf6a008ead6bb4a5902a578ff4f18ba36fe6f286db016dbcdfda22de33,1,11382a48qWatCiSqVNBFzuKN91M7Dcdev,0.5,203.53,1458351055
1954,Locky,8a3dab3f9a9585c4de81dcbdb8c7ca5a22d282bc5e5f7d2f0bbe3dd429e9eb1b,8,1GQS1d42WRAJUBZvBC4gdx8MvDktMxeDBq,3.0,1221.18,1458351055
1955,Locky,91d85814a20bf45da181f0f48c4f7ff7c36dd322a19b2f98d38aab0e9346fd4c,0,1EhFAUyzeqJK9ZhxHdP4ybMAQwq9a8D9XN,3.0,1221.18,1458351055
1956,Locky,36477bb3fab69ee5f05eb2c7a34c91e84ce3c9c580f889f59399cfd340e71fda,0,1FTiVqvXknypeGLLPeSiy6tWkjive67GeW,0.5,203.53,1458353514
1957,Locky,76a3573cd7d321ed2141ffc2771afd2e4005f1594181961c2d570a7463be55e3,1,15v3RjjGocDWJ698bCFAKjYeQ9vHaC3SGy,0.5,203.53,1458353514
1958,Locky,3d35a4bb86b69a4a018f48d74edab3b233a6fba15fcc3f682c877814b4eb86bf,1,1G6w1VpLCUDvMu2FzU5kkgxTAgr2yQM8dV,0.5,203.53,1458353514
1959,Locky,1fa4e0bef78eb0b49032d7cd52e3e398522d45655baf88c6682bd714775c5e23,1,1LGMQRe5DeyVAE5rdVWYpYJHLGepTKZm8X,0.5,203.53,1458353514
1960,Locky,4a3e1f56abadc7c81492373da7c548066e122412449ae1a8631fd824602b6709,1,1Czy2ohBS9WTc9M81McZ8ktbm2qr8wN4o6,0.5,203.53,1458353514
1961,Locky,c6c2658be96106d0f9a066721d24a366866d80e5bcb098dd663112c42f9e9323,1,1FiNLD8BHt3jZu3H826dDvXrPEq3p51dLX,0.5,203.53,1458353514
1962,Locky,49a60ebfcb7296e318b7480705d26c081fb30d324c3bf65e7904c859e4ebb960,1,14saXADABViFUiZUSFgFGNKHd1cxPMaQaE,3.00201111,1222.0,1458353514
1963,Locky,0c93a1beccfb19d581ea8584fa26a3f5b372a0f78c2f95cb81676745a86485af,2,12ozMbxcYi8yVSaj2gqJiWj8vDNgbK6VkY,0.5,203.53,1458353613
1964,Locky,09051b89433d33d161332708a2f39ab4ef2c4bc6029c0320e83e0ddeb5b84258,1,1Acw8AUL4voAb6im6fMU587geXkoWV2Dsy,0.5,203.53,1458355213
1965,Locky,9ef5229d26c68ce6a509e88dfe058be04b14d12c4be8aa1753bfb96bcfa02708,0,1KsMU3pDxhxTPqQPajAKzkdeT5ruxfg5ih,0.5,203.53,1458355911
1966,Locky,9e644dadc72b8a615ce1ad7076e97a95e1755066d0e2d74da581e5280c7a4c0b,1,1BbPCjHXt8N4w4kQ3ikBFdgaSyAfDrhmiw,0.5,203.53,1458358112
1967,Locky,c16029dfafef853a0072533bf3c09de2b51bd0c80012113be959528e313e6d63,0,1PeV3LdYXL78qZgBLkK4G2T9XKXzpgNHma,0.5,203.53,1458359647
1968,Locky,b86da3e9d036f0ad4a7420c4fbaad483f5a2aa141e7ff33e1bc57612a888eee4,0,14a2U25g1mrxiPnabCz8YL6tHmAEXm311W,0.5,203.53,1458362031
1969,Locky,7b47540f6fc85aaf30701290bd814c9f3a8e793fc51b5eba6df3002c5d9f22cf,0,1JZ3rmBG9tjCyyjuF4eB2MjDpd7tShQLK3,0.5,203.53,1458364698
1970,Locky,734cb9d07ab6318a91863691f8e6e7af9e712150c6a7f20ddc1b6192a53b913e,0,1A5aFRiaJ52SF9Ssuyh6eCbR4B6PUdiNKX,0.5,203.53,1458365512
1971,Locky,02b1a831943a2a1ffb9afecde29d46c2e8246ad8e2a3a1472f975653bedbec07,0,1P5LhbgN2GBvHpE2rSm2ksYQYjCk9bruWY,0.5,203.53,1458365512
1972,Locky,cff2e2ed18f35fce090f5d0f91fdc2c0396f3f66ccad56a1e369bbab1c0d7df2,0,1J6YkVZsvTpJPnwAnU9gqxF5aq5XW7zUWi,0.5,203.53,1458367401
1973,Locky,f22896796042110b91f260b0cb6a830609730c81c0b57eed60111006e26bcb5c,1,1EoNB94gpWM4e8hSoXY1Y2pyzFy59MZKQj,0.5,203.53,1458368267
1974,Locky,6bcdbda2e0c9d38f950241d2cf929f768c37235e3589b72b45da87ef21bb55c2,0,1ADmujHgYjdsW26c23fN9X2wR9aMNBSXB6,0.5,203.53,1458368694
1975,Locky,c2f65f583a0a680cb6fd675400e68fb5bd310bc21f44899ee4f7a15d04fd5b38,1,14xRRFL42vZkRsSZMhgrmNjhZM3CpGN7CF,0.5,203.53,1458370216
1976,Locky,82eeaaad7feb0f52dd7f80e0839604358b62adc305b069f2de2500f3e4f2fd1d,1,1DtQS5GvFivvDWzdXETyzhKWpWRbR2Q9ZG,3.0,1221.18,1458375421
1977,Locky,46d3075b1b91ddadfa2f510c98ce721ee1532bec56e13bbbdb57f4cccb000cf7,2,1CFwT2X4wp7DsDegHUYDJgE7UbGbkALxbm,0.5,203.53,1458376547
1978,Locky,492067212661a9ad2da86a138a51ade19ca2f6045ed520939513e57a5c10ace9,0,1AZYNUTqhD3i3Kas1ctRCpykJKq1cNuxGo,0.5,203.53,1458379537
1979,Locky,c7c1d367ea8ec51ea46291f433281692adc7988b5ae566b0831f16ec97e2adc0,0,1HzBTarpbuKhBKuWdsKgZihmRJ2S22XNut,0.5,203.53,1458379819
1980,Locky,4c2335de6af261923ba5bbd8112506a1897c745c2413344feea8b512bb65b5b5,0,1FmGSbquu8go43w1pJt544ik63ZoTq2Ujm,0.5,203.53,1458380520
1981,Locky,fd6bfd41579300834460a386d0ec1e9a54dd32e5b68ed9bedc05d5e1f171c0a9,2,13G9L7VicDBN4NcZtNqLq7WQ2yQLaV84s7,0.5,203.53,1458385800
1982,Locky,98e187265b2939e693b9e8ffcdf22bc107c6e749b2fc4badffa1088a751989b4,0,1EK574BNuwXgWr3KiKMT9PhPmP4N3k9teG,0.5,203.53,1458393401
1983,Locky,5346cfed0d3b7cc2915415fdddcd6862159a4388313953dfd3003cafa3c0c495,0,1EP4rjrxXUGPkZjFMiodctjHoof5AwSUpn,0.5,203.53,1458393822
1984,Locky,f34b209efc4913a3adecdb753bdeb87a76c1f69e93035dbc30f34a1ac6526b1e,1,1EYtePkb5iKZTbmSnjABdQ4jmKgZmh9hqe,3.0,1221.18,1458395660
1985,Locky,0320525b79a79804f315826ac3d74257b1863b3431022e00ed8ff86c622da0ea,0,1NQZdZbP2PodX4onDwP4DHDcMft6WhSGUt,0.5,203.53,1458398778
1986,Locky,55983abc94df92604b3e6ffed0474e8a75abb2cfa92afc9c76c76565959c298e,0,1MNDCUbbqKqpnNNzgp3ZxB5YFiDsdkRZTC,0.5,203.53,1458399389
1987,Locky,4c872502240bb2522bf22b3703b722303b274708b768a5719f3e17f4e0ddf1b2,0,1HBFjftPr9KfVkZwLUJruECWZwYyL42EL,0.5,203.53,1458400269
1988,Locky,11b76af83881aa1c9e49a3faeb55e0e42843dfc79770b0ef4100ffcc2a93e388,6,1MqhTXGbrumZMmKb17bNuwciRHThYP52s1,3.0,1221.18,1458402456
1989,Locky,6839221c02c14605f30daf927bc702fc3ce6d0ce4a8a4e79c663e13b9d0a8e61,0,1JmXHM8hr1dTQkUx3Ta36FUmCT2ma9xykP,0.5,203.53,1458403528
1990,Locky,b57032ee2a1ad77004b03bd7a11a07274a788306d85a656ad117fb5e08ea1904,0,19yYZ15icVDvY6S5L2cGMqutVnR7Pn4YtD,3.0,1221.18,1458403528
1991,Locky,0913bd9d1b8f4278283bb19cab1eb72afe6631c890fa23973c34e91db234c78d,0,1Cuco4dCP2QFsrtjBvZ8wuoPMbvnmkSJCE,3.0,1221.18,1458405404
1992,Locky,2e0137aa01422915ad690ea5c4098c40e4a84abbc268c62831f03f507da9f7a3,0,1D3y645yFRxFNtJY2uTpCEdMaZbZ1tRMUY,3.0,1221.18,1458409437
1993,Locky,023d543db0028186de8b6a88ec156a08e0dd4d49041f85198ac4ec369635731c,0,1NHnrWizhB3DjUeSWG6Dk12m4rBh1vr7Nf,4.0,1628.24,1458410088
1994,Locky,e28ea5916843d492dd951c1dce21c70fd10a3d364739d92eaa692855fcc32c26,4,16V5qH2BSY97GBXAy5Y2S1SC7QbGuFLcJq,4.0,1628.24,1458410449
1995,Locky,7c6ee0b0038aec78d14b74f1fd5482ddeecc6b43cd65ffc0550ae33f164a3326,0,1HpT1BevPbwnfZmEH27LQSho6MuJHUEAG,4.0,1628.24,1458415946
1996,Locky,ae612546b138a1fdea961be84816f74c69f67475384468401dd9196bfd87df2d,0,17r7mzEVTTj2fuSQzNvh4ubXwHvtZGRo8G,0.5,203.53,1458426819
1997,Locky,7f3c239b08556b0e1c3b14948c0dd6f00ac045d3a04517a9ce5e604f246c2ba2,0,1KzjUSf6D9xQhQqRmZgtix2LWJwLtDw35F,0.5,205.16,1458428527
1998,Locky,2c44c375db63a6cd0df673856c80f3651b6a3cdc889c4b8285ecb20908b729f9,0,18ynoiRdvheXGSZkGxRmQBJe8FX2ZZSNuW,4.02978723,1653.46,1458430123
1999,Locky,255ac152f612eea0d2d8251fa23484b9ab4e3612fa1ba0b4920a9c0372464220,1,154XppKmdeUx6kW7ZCdYD4u64FpZe9kFSb,0.5,205.16,1458432901
2000,Locky,ffd1137a6833ffa445e040bd230cd5a594e6ff3f70c3c321fc8a9b1edffc363d,0,1HbNLUDMPn8X7wo9zkQV48KXXCm8T47noq,0.5,205.16,1458439653
2001,Locky,13b922f429c6387a1edfd11b69770b506535ae046129abc6334e03ac01088ed0,0,1JWiwbr7zSo45pqt74nvA6MhcSE5XsByrv,2.9999,1230.89,1458446024
2002,Locky,94ccd3c0e79e0493016ec124b6ad79ff001ee02b6dec907e4b89cf2c7ae74658,0,16hSjnd3XBZLk9zHQdK2Fq2Mfgh7tFVtq4,0.5,205.16,1458454236
2003,Locky,f0db1208e70fe3ad89f15e350fb9c23b5f7310aefaebbd3c93bc47fbdb1569cb,1,17V26Anzv9GcLjewivBqM2LzbhtP4jpmqH,0.5,205.16,1458459535
2004,Locky,2352d1b44a125eaacf2d596c4ae87adbc139a322e12fcc0b5df554fcaa812d80,0,1F4iBPSzBwH4JpjcztJxbTwCuB7kwL1wLZ,7.0,2872.17,1458465699
2005,Locky,785704614ecb9f8920ffbee6ab649cc78c453b799aff78615b126e06543f8992,0,1EuBB96HFfg3WAgi7jNTfXWT7DAQs5ujsJ,0.5,205.16,1458475668
2006,Locky,79f42bcb73b06be61315e1cf08b7dd6c2ec9852bdadc50b453b7c984b9d63980,0,1PiijV8Vr4Js7iE7yjyxgpCRD9qVDWpWFR,3.0,1230.93,1458482957
2007,Locky,ec3bff23fcedc8be8348e5330b30e9150c2d85d3e02f5a0cd272d282547c291d,0,16Q8XxNHCNWFqX4XvMv8zcZYPwpFYkoZEd,3.0,1230.93,1458489253
2008,Locky,ff6f1ec5636a90545cc99c080d308b0f0157b0ccf78d3c1fe0f2b3c5cdb53894,0,1PTHoKGEVyGQDHfo9tnkCw6E3Nc7ePqAL,3.0,1230.93,1458493894
2009,Locky,970c9b935203a2e396435e69b74aecd118b04e13d5fc0c90dcc98769a0c6dd6d,11,1Evro3Cqdzb72t4Efhfn4nFprU1M4Axbi6,0.5,205.16,1458499718
2010,Locky,15bbf62466b96f9aed527803f447b6ed6ad9c8ddbf5dbfcd5aa40bfa35b82d8d,0,15qJwZdGzxVVNuQJqyyiY7bJ9FGdvmjQWH,3.0199,1239.1,1458501563
2011,Locky,ebea716bcd5c40000185fe9d82db195e63961ded4713b68dbfa641c02f0eed1e,1,1W7VETgeGkNobCygqUaqm2uPLjjn6Z4gN,0.5,204.63,1458515519
2012,Locky,22aece6ed87fbcb57fe6ffb92390d2736f3610dcd6c18ee001b1578720456164,0,13XW4KrvwwFaKcWxVGcmjPaXeHtVFbjqdU,0.5,204.63,1458518087
2013,Locky,7ffc0af6198203c06eff697bc7e3d7424e216d4b3f27a33013ad1142751f8dc5,0,143eqxnkFmKSwM8gpKNH88YXLQs581RL4K,0.5,204.63,1458519002
2014,Locky,a3bffa7843618dab2542c6daef11c38a15f759c413674c3399f0f58af3b83bc9,1,1DevjunAQBJsBfdo1BQHbJSHUN8THK5dBx,0.5,204.63,1458519002
2015,Locky,8dc8090920ade0e8f9e5ad1d70fc6704c73cf4917a58699f7ff6009e82ba3bb8,1,1DevjunAQBJsBfdo1BQHbJSHUN8THK5dBx,0.5,204.63,1458520366
2016,Locky,c6182b85621215f1511eed289c408cfd7c58dcc7f38cfcf43fef3429c76ea2dc,1,14pekkwuAJgy4xWTYGV4aqbg1T6A8AdJS2,0.5,204.63,1458520366
2017,Locky,6bcfe3a5664291d61e62f4b1e18c0c1bb47830f2a1dd8ee47a6df9d8cb40aca7,1,1FVNe4Hd4o55Z2ZDb6Bn7zgw3UCYAbL6vv,3.0,1227.78,1458520405
2018,Locky,3accaf9e1440999793fe475cbc99f664709cc6072154dcc854b73fcb2acbe71d,0,1NzUWKuRbi5nWEW8Gz6prg5UnLD9HQrknf,0.5,204.63,1458520405
2019,Locky,a11e6fba218af1ef23fcf8619837393f3087e78a9552875e5b1f50fdf0d3d01d,1,1Jts3PBZhCekvTDGLuKDcYgiUxykhM2Qt9,0.5,204.63,1458521629
2020,Locky,91766a2b36cd54328bfce1f7e415a5c3e5987323707cdcb62f8e5f180bf981f6,0,1LQPLaiAABdpu2cW46hYNV6ffXA9tUakqf,0.5,204.63,1458521629
2021,Locky,a36b7b70cc4716205d00a434d2076795651f92b23d101cc80b7603ebc1f185eb,1,13XUv4vJA3SWtAg4XPwT6G2Sce9zsrCPPD,0.5,204.63,1458523815
2022,Locky,0a10e373b20e784a190d6a030602f76267fdb96610656282d0c177bbfb7201ef,1,12QUVVdvithVup3waT2trqY5fim2hyT3C1,0.5,204.63,1458523815
2023,Locky,9beeba67749c500ec824e36f2d09a8cc3def255a7a48163ee12329ec3c638735,0,18FkEyFQDgaEXmnoBG9YRgP83kFUgtMrFA,0.5,204.63,1458524960
2024,Locky,ad0fc785938840828ef5f5ae7363bd141a6319e0bd916e4d425f7e0fa4d20fed,1,1NpiVeGXMJy1VDxNc58k94KfJeig5QEbNp,0.5,204.63,1458524960
2025,Locky,2a2db6d0bbf63261a29fb5959d36375f2c796c741b900aae7da32b39ca299611,0,1DftJhH5WeyvM9N92A5F8yuWZ6qBFTVQZq,0.5,204.63,1458524960
2026,Locky,2d8f3cca721266952a9ab4ff76cd0c3031bd21703face5e0808cb30085d8651b,1,1DwuyBhdjgUfcq28uXQpnkVEKZAphtPxHU,0.5,204.63,1458525569
2027,Locky,c74c2cc6ab379f79a14745b11039f98d6f049ce5fdaa9f797a23749cd3592201,0,1HaqnxeSVCb1EeDVJwwFP4SiN7W36itqvk,0.5,204.63,1458525569
2028,Locky,9965e243b0373ac31a93774ea154c96c4d8471bf453b32df1cb0d332da507b0b,1,19jTpe1REit1g8V7KqzD8Qr4aHmkAdoiF9,0.5,204.63,1458525569
2029,Locky,7b014ad7e15c06f287e018ec454338b8a32edcc41338787059e3f92970b8839c,0,151zUrmhDpDDWHLWgnkxMH9YToLiX72EpR,0.5,204.63,1458525569
2030,Locky,4e3386cd7382785e7af8a3a31e97a827bcec623102c8a52bab9e417a574fb64a,1,18n34d5QPRmjvbP3tTbd69LqUDKbdAjTo,0.5,204.63,1458526235
2031,Locky,70e40ecb639cf1cfc77f82299e5e26a758867a09cd10185b64825fafa6a8c849,1,1Lj1ZJVHhq5CcFqQqs9gy6JKDZV42C3mEP,0.5,204.63,1458526235
2032,Locky,075a0ca17a79f1f7b54d1853de611cead6ca4ec6a465e54ebb1cd2c6e2d37437,1,1EYmkCu2JiEAgqNf5a7kDhF8cX9PwYpgF6,0.5,204.63,1458526235
2033,Locky,c856665b141ef763793521d022b9806d07e099ae9cd97e3d2276e261dd62904e,0,1Q6YXaBGKxxgYZuw47L4wXsobqyeoZzT1g,0.5,204.63,1458526723
2034,Locky,5b3b3cbd9048fb3c69ca1ae69fd7a2a44fef7222d60813ecb46c85e33b00d7ba,0,1GNitVDkmdNHsUXgu8VFD2tMQQJ1xHpcnE,0.5,204.63,1458526723
2035,Locky,c1150465c898deffde1d92777d115023d7aa9c2974b37e1c4c21e89d014ba7e0,0,1JNyQpmUHoaYvXPaNUUAhVrX67CRZ9rQqv,0.5,204.63,1458526723
2036,Locky,7b58ce3864e4ce26c806f0981b03e24a6293b408990117cbceb7751121a4998e,1,1QFcKMVXWZTR4arA5GKppg8YNzpdCSzWc7,0.5,204.63,1458527176
