"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"rwre-14q8ad2nyttvanha61l6qbxgmznrma3cat","CryptoWallet","14Q8AD2nYTtVANha61L6QBXgMZNRMA3CAT","Locky","","","","14Q8AD2nYTtVANha61L6QBXgMZNRMA3CAT","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14qbtjy6xo9nucjiu3zcaj4p9czceb7aml","CryptoWallet","14QbTJy6Xo9nuCJiU3Zcaj4P9CzCEb7AmL","NotNevada","","","","14QbTJy6Xo9nuCJiU3Zcaj4P9CzCEb7AmL","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14qd1ou1mrgbjdkdgnoqefnmlakkn6j66x","CryptoWallet","14qd1ou1MRgbJDKDgnoQeFnmLaKKN6j66x","Locky","","","","14qd1ou1MRgbJDKDgnoQeFnmLaKKN6j66x","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14qjjdqfmi4goqbbtrjewsws9yywov7msm","CryptoWallet","14QjJDqfmi4goqBBtRjEwSws9YYwov7msM","Locky","","","","14QjJDqfmi4goqBBtRjEwSws9YYwov7msM","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14qkdmvst3sxkhjz21534rfmuzbuxpc8le","CryptoWallet","14QkDMVST3SXkHjZ21534rFmuZbUXPC8LE","NotNevada","","","","14QkDMVST3SXkHjZ21534rFmuZbUXPC8LE","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14qlvx57mhh9cgz4rvhlmajugkpv49vdu5","CryptoWallet","14qLVX57MHH9cgZ4RVHLmAjUgkPV49VdU5","Locky","","","","14qLVX57MHH9cgZ4RVHLmAjUgkPV49VdU5","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14qrgsxleehwediuqefvmlqe7mqvf9iibc","CryptoWallet","14QRGsxLEEHwEDiuQEfVMLqe7mQvF9iibc","Locky","","","","14QRGsxLEEHwEDiuQEfVMLqe7mQvF9iibc","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14qvlg211ys5rvevqrepjnna27hc9mnctx","CryptoWallet","14QVLG211yS5RVevqRePJnnA27hC9mNCtx","NotNevada","","","","14QVLG211yS5RVevqRePJnnA27hC9mNCtx","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14qw5de3nznf4h1lafvjax9gqw6q67rwm9","CryptoWallet","14Qw5de3nZNf4h1LAfVJAX9gqw6q67RWm9","NotNevada","","","","14Qw5de3nZNf4h1LAfVJAX9gqw6q67RWm9","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14qztvvywh7dbimhcotsv5uvqwpnbwwsxd","CryptoWallet","14QZtVVYWh7DBiMhcotsv5UvQWPNbwwSxD","NotNevada","","","","14QZtVVYWh7DBiMhcotsv5UvQWPNbwwSxD","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14qzx2junmhwxkafs5ilxug5ctga7ppg6y","CryptoWallet","14QzX2jUnmHwXkAfS5iLxuG5cTga7ppg6Y","Locky","","","","14QzX2jUnmHwXkAfS5iLxuG5cTga7ppg6Y","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14r7uvjk3c7rxbbux8kcrsyqtwk3fzvkw4","CryptoWallet","14r7UVJk3c7rxbBuX8KCRSYqtWk3fzvKW4","NotNevada","","","","14r7UVJk3c7rxbBuX8KCRSYqtWk3fzvKW4","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rew6ve8hbn4ck6wyjmgbqqmha91p3uk9","CryptoWallet","14rew6ve8hbN4ck6wYJMgbQQMhA91p3UK9","NotNevada","","","","14rew6ve8hbN4ck6wYJMgbQQMhA91p3UK9","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rgfdbqxsi932tpq6k56isql2mxuhdweg","CryptoWallet","14rGFdBqxsi932Tpq6K56isQL2MxUHdWeg","Locky","","","","14rGFdBqxsi932Tpq6K56isQL2MxUHdWeg","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rgpkrulvjzzajaxjwhmz2zklrqmx78pb","CryptoWallet","14RGpkruLvjzzaJAXJWhmz2ZKLRqmx78Pb","NotNevada","","","","14RGpkruLvjzzaJAXJWhmz2ZKLRqmx78Pb","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rm54fdy3jrgahut9uhuwtgdxluclt9bv","CryptoWallet","14Rm54FDy3JrgAhuT9UHuWtGDxLucLT9BV","Locky","","","","14Rm54FDy3JrgAhuT9UHuWtGDxLucLT9BV","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rnc9nz8rde8embsdxtdpz6s6sujzn9e3","CryptoWallet","14rNc9nZ8Rde8embsDXtDpZ6s6Sujzn9E3","NotNevada","","","","14rNc9nZ8Rde8embsDXtDpZ6s6Sujzn9E3","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rngq3dav4my2egmssai4i8xzlpj7wfgh","CryptoWallet","14rnGq3DAV4My2egMsSAi4i8XZLpj7WFgh","Locky","","","","14rnGq3DAV4My2egMsSAi4i8XZLpj7WFgh","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rpbbdacbpvi1jhrbpbsn2frlsted8g3p","CryptoWallet","14RpbBDacbPVi1JhRbpBSN2FrLSTed8g3P","Locky","","","","14RpbBDacbPVi1JhRbpBSN2FrLSTed8g3P","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rpsyyhdguoj214jtc8mzymjgbmubqfg2","CryptoWallet","14rpSyyhdgUoJ214Jtc8mzymjGBmubqFg2","Locky","","","","14rpSyyhdgUoJ214Jtc8mzymjGBmubqFg2","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rrkf2ixcrvzwy3y1vuf6mw7m51ssc3vu","CryptoWallet","14rrKf2ixcRvzwY3y1VUf6mW7M51SSC3vu","NotNevada","","","","14rrKf2ixcRvzwY3y1VUf6mW7M51SSC3vu","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rt97rmd6bwifux7kmj6mbnydiqyzxlb5","CryptoWallet","14rt97rmd6BWiFuX7kmJ6mBnYDiqYZXLb5","NotNevada","","","","14rt97rmd6BWiFuX7kmJ6mBnYDiqYZXLb5","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rtgwca6fkqha8ucwf1er3c5jwgfrsvzz","CryptoWallet","14RtGwcA6FKqhA8ucwf1eR3C5jWgFrsVZZ","NotNevada","","","","14RtGwcA6FKqhA8ucwf1eR3C5jWgFrsVZZ","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rubp2m1lcc5eavedllfmu8v3kothjk41","CryptoWallet","14rUbp2M1LCC5EAVedLLfmu8v3koThjk41","NotNevada","","","","14rUbp2M1LCC5EAVedLLfmu8v3koThjk41","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14ruzgdmdgw5j3btfhzb68ue7qtg4tzxyg","CryptoWallet","14RuZGdMDgw5J3BtfHzB68uE7QTg4TZXYG","Locky","","","","14RuZGdMDgw5J3BtfHzB68uE7QTg4TZXYG","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rvggx29yyezaobt9l9yttbpyvacbruqd","CryptoWallet","14RVggX29yyEZAobT9L9YTTBPyvaCBRUQd","NotNevada","","","","14RVggX29yyEZAobT9L9YTTBPyvaCBRUQd","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14rwpauwxslvxvcdvuuuejgzrtwozrm4c5","CryptoWallet","14rwPaUWxsLvxVCDVuUuEJGzRtwozrm4C5","Locky","","","","14rwPaUWxsLvxVCDVuUuEJGzRtwozrm4C5","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14s1wzexhamuq9naqz7cryt8fbvhhazutg","CryptoWallet","14s1WzeXhAmUq9nAQZ7cryT8fbVhhaZutg","Locky","","","","14s1WzeXhAmUq9nAQZ7cryT8fbVhhaZutg","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14s2zxwffrzznrm1gppprht9wapysk1siz","CryptoWallet","14S2ZxwFfRZznrm1gPpPRht9WapYsK1SiZ","Unlabeled","","","","14S2ZxwFfRZznrm1gPpPRht9WapYsK1SiZ","","","","","ransomwhe.re ransomware addresses","2024-10-28T02:02:06","2025-09-08T02:03:08","2024-10-28T02:02:06"
"rwre-14sadywbuu9jbtcawx7p66yh5whkpf6fkj","CryptoWallet","14sADYwBuU9JbTcawx7p66yH5whKpf6FKj","NotNevada","","","","14sADYwBuU9JbTcawx7p66yH5whKpf6FKj","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14saxadabvifuizusfgfgnkhd1cxpmaqae","CryptoWallet","14saXADABViFUiZUSFgFGNKHd1cxPMaQaE","Locky","","","","14saXADABViFUiZUSFgFGNKHd1cxPMaQaE","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14sb8kruuz7kd9imtxuhslawkciiex64ap","CryptoWallet","14sb8kRUuZ7kD9iMTXuhsLaWkciiEX64ap","NotNevada","","","","14sb8kRUuZ7kD9iMTXuhsLaWkciiEX64ap","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14scpwqcup2ijrnwzm7nm83ybobexdz8j9","CryptoWallet","14SCPwqcUp2iJRNWZM7nM83yBoBExDz8J9","NotNevada","","","","14SCPwqcUp2iJRNWZM7nM83yBoBExDz8J9","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14sf6mkxr3kxsszu2xp8yuqn1jeqo3ynmy","CryptoWallet","14SF6MKXR3kxSszu2XP8yUqn1JeQo3ynMY","Locky","","","","14SF6MKXR3kxSszu2XP8yUqn1JeQo3ynMY","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14skfyze7hff2rvex62nqbdapjkyjqh5ux","CryptoWallet","14sKFyze7HFf2rvEx62nqbDapJKyJQh5uX","Locky","","","","14sKFyze7HFf2rvEx62nqbDapJKyJQh5uX","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14sltarqh5fektnm5us5r55kst9pv8bxp4","CryptoWallet","14SLtARqH5fEkTNM5US5R55ksT9PV8BXP4","Locky","","","","14SLtARqH5fEkTNM5US5R55ksT9PV8BXP4","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14sn2ppvhdv7fgkpngiid9qcxrpdwynbu9","CryptoWallet","14Sn2PpVHdv7FgkpnGiiD9QCxRpdwynBu9","NotNevada","","","","14Sn2PpVHdv7FgkpnGiiD9QCxRpdwynBu9","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14sqhtnu7neohrpmeat5xdae5at5dww4vz","CryptoWallet","14SqhTnu7neoHRpmEaT5xdAE5at5DWW4VZ","Locky","","","","14SqhTnu7neoHRpmEaT5xdAE5at5DWW4VZ","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14sqincbh8paegcwttc93xlnr7yiukrgas","CryptoWallet","14sQiNCBh8PAegCwtTc93xLnr7yiUkrGas","NotNevada","","","","14sQiNCBh8PAegCwtTc93xLnr7yiUkrGas","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14strcxzoe4mm5ewhocdduqp6fnm72wytq","CryptoWallet","14StRCXZoE4Mm5EwhocddUqP6FNM72WYTq","Locky","","","","14StRCXZoE4Mm5EwhocddUqP6FNM72WYTq","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14stvpvmxi7aemvjpkvgn8errxwgczownw","CryptoWallet","14sTVpVMxi7aemvjPKvGN8ErrXwGczoWNW","Locky","","","","14sTVpVMxi7aemvjPKvGN8ErrXwGczoWNW","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14swi4l6wqn7bdervw9ngczntuqcfuyh43","CryptoWallet","14sWi4L6WQn7BDeRvw9nGCzntuQCfuyh43","Locky","","","","14sWi4L6WQn7BDeRvw9nGCzntuQCfuyh43","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14szdpiwzwqxsxj16vntcjerjksjfabyki","CryptoWallet","14SzDpiwZWqxSXj16vNTCJErJKsjfabyKi","Locky","","","","14SzDpiwZWqxSXj16vNTCJErJKsjfabyKi","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14t6xgdnvolsk4mm1w9xah7xyrda4ghfeu","CryptoWallet","14t6xgDNvoLSk4mm1W9xaH7xyrDa4GHFEU","Locky","","","","14t6xgDNvoLSk4mm1W9xaH7xyrDa4GHFEU","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14t8gsbq7s6iudezkujdquuc7yo3dx3kjs","CryptoWallet","14t8gSBQ7S6iUDEzKUjdQuUc7Yo3dX3KJS","Locky","","","","14t8gSBQ7S6iUDEzKUjdQuUc7Yo3dX3KJS","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14t8jf5ed5k5c9ueqcnnzvsnxjxx65v1e8","CryptoWallet","14t8JF5ED5k5c9UEqCnNzVSNxjXx65v1E8","NotNevada","","","","14t8JF5ED5k5c9UEqCnNzVSNxjXx65v1E8","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14tah13qdhjncmhgb17prsw952aic69ydc","CryptoWallet","14taH13QdhjncMHgB17pRSw952AiC69YDC","Locky","","","","14taH13QdhjncMHgB17pRSw952AiC69YDC","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14tajtndmmht7lbgdoeimqsctghmavrgdg","CryptoWallet","14tAjTndmMhT7LbgDoeiMQscTGhMavrGDg","Locky","","","","14tAjTndmMhT7LbgDoeiMQscTGhMavrGDg","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14tcnrv5yf6mfzyukq2cpzpzmkz9tfcgkm","CryptoWallet","14tCnrV5yF6mFzYukq2CpzPzMKz9tfCgkM","NotNevada","","","","14tCnrV5yF6mFzYukq2CpzPzMKz9tfCgkM","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14tednfsmvuhtpbf7d5dtxrm7eajzdvdq5","CryptoWallet","14tEDnFSMVUhTPBf7d5dTXRM7EaJzdVDQ5","NotNevada","","","","14tEDnFSMVUhTPBf7d5dTXRM7EaJzdVDQ5","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14tgrqtpaqtbz7fmvznaekuwk4sazg8pkv","CryptoWallet","14TGRqTPaQTbz7fMvZNAEkUWK4sAzg8PKv","Locky","","","","14TGRqTPaQTbz7fMvZNAEkUWK4sAzg8PKv","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14tgutzj37jn58e9bcg5leeoacnul6tahb","CryptoWallet","14TGUtzj37jN58E9BcG5LeEoacnUL6TAHb","Locky","","","","14TGUtzj37jN58E9BcG5LeEoacnUL6TAHb","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14tlc37vcwtsf2xupzy8dftsbwmqa5gewe","CryptoWallet","14TLC37VCwtsf2xUPZY8DFtSbwMqA5Gewe","Locky","","","","14TLC37VCwtsf2xUPZY8DFtSbwMqA5Gewe","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14tmsfxqcknmhzvwbzkqnybbxjt97mk9s9","CryptoWallet","14tmSfXQCknmHzvwBzKqNyBbxjT97Mk9s9","Locky","","","","14tmSfXQCknmHzvwBzKqNyBbxjT97Mk9s9","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14tokumkh3kcajdeuqvmna5nxkkoqncp39","CryptoWallet","14TokUMKh3KCaJdEUQVmNA5NXkkoqnCp39","Locky","","","","14TokUMKh3KCaJdEUQVmNA5NXkkoqnCp39","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14trapacowizvnfqlqjunz2sqjiovjcnen","CryptoWallet","14tRAPAcoWizvnFQLQJunZ2SqJiovJcnEN","Locky","","","","14tRAPAcoWizvnFQLQJunZ2SqJiovJcnEN","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14trg2vqrpfk15ngqg5zygu7pkfgxum6zo","CryptoWallet","14TRg2VQrPfk15Ngqg5zYGU7PkFgXUm6Zo","NotNevada","","","","14TRg2VQrPfk15Ngqg5zYGU7PkFgXUm6Zo","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14trqtbewrhfdduaff91mk1euvlnx4hq6c","CryptoWallet","14tRqtbeWrHfDDuaFF91mK1eUvLNx4Hq6C","Locky","","","","14tRqtbeWrHfDDuaFF91mK1eUvLNx4Hq6C","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14tsqszpa92sfvzbkjzskjchpefbengeda","CryptoWallet","14tsQszpA92SfvZBkjZsKjCHpEfbeNGEda","Locky","","","","14tsQszpA92SfvZBkjZsKjCHpEfbeNGEda","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14tuppiaxswzflbn5zmpwjnrrrccdgc5fm","CryptoWallet","14TUppiAxSWzfLbn5ZMpwJnrRRccDGC5Fm","Locky","","","","14TUppiAxSWzfLbn5ZMpwJnrRRccDGC5Fm","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14tusiu4pfmbkjil6lm6jm97u9plucbvw4","CryptoWallet","14tUSiU4PfmbKjiL6LM6Jm97U9pLuCbVw4","Locky","","","","14tUSiU4PfmbKjiL6LM6Jm97U9pLuCbVw4","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14u5yohautxrmmb7sqeta6kcfj6hhwwzi7","CryptoWallet","14U5YohaUtXRMMb7sqeTA6kcFJ6hHwwZi7","Locky","","","","14U5YohaUtXRMMb7sqeTA6kcFJ6hHwwZi7","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14u8s3ngjydyqotxx9ujecprh9naizvdyg","CryptoWallet","14U8S3NGjydYQotxx9ujEcprH9nAizvdyG","Locky","","","","14U8S3NGjydYQotxx9ujEcprH9nAizvdyG","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14u8xh6kdjfotp93lep9tpb1kqqvshqaaj","CryptoWallet","14u8xH6KdJFoTP93Lep9tpb1KQQvshQaAj","NotNevada","","","","14u8xH6KdJFoTP93Lep9tpb1KQQvshQaAj","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14u9iwdchcjo7gkvj5z5qpybbgqsdnlt3a","CryptoWallet","14U9iWdcHCJo7GKVj5z5QpybBGQsDnLt3A","Locky","","","","14U9iWdcHCJo7GKVj5z5QpybBGQsDnLt3A","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14u9m2swi6rphkagkm5fp89pdes6e3wcmm","CryptoWallet","14u9M2sWi6rPHKAgkM5fP89pDes6E3wCmm","Locky","","","","14u9M2sWi6rPHKAgkM5fP89pDes6E3wCmm","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14uapuj9mouwebjm1mem7uvtr92hpxuuss","CryptoWallet","14UAPuJ9MoUWEbjM1mem7uVtr92HpxuUSS","Locky","","","","14UAPuJ9MoUWEbjM1mem7uVtr92HpxuUSS","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14ucvxaat7kzwcdggvbmrtduygbvyzsb5g","CryptoWallet","14uCvxAAt7KZwcDgGvbmRTDuyGbvyZSB5G","Locky","","","","14uCvxAAt7KZwcDgGvbmRTDuyGbvyZSB5G","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14uefb9hhpvxzfqr2z9kvqykcxvrsjyoko","CryptoWallet","14UEfB9hHpVXzfqr2Z9kvqYKcxVRsjyoko","NotNevada","","","","14UEfB9hHpVXzfqr2Z9kvqYKcxVRsjyoko","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14ugddmkjgxiyf1ztbjaii5yzajldbypvo","CryptoWallet","14uGdDMKJgXiyf1ZtbJAii5YzAjLdByPvo","Locky","","","","14uGdDMKJgXiyf1ZtbJAii5YzAjLdByPvo","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14uhed21vhehmwdepejkrft2txwnjwqfk8","CryptoWallet","14UHED21vHehMWdEpejKRft2tXwNJwqfK8","Locky","","","","14UHED21vHehMWdEpejKRft2tXwNJwqfK8","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14ukg6afqcsch2ijvszkrdmxtebkj2cdpp","CryptoWallet","14UKG6AFQCsch2iJVsZKrDMxTEbkj2cdPP","SamSam","","","","14UKG6AFQCsch2iJVsZKrDMxTEbkj2cdPP","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14umtdcx3sj9thqgknyzuzknmezjagjmbt","CryptoWallet","14UMTdCX3Sj9thqGkNYZuZkNMeZJAGJMBt","NotNevada","","","","14UMTdCX3Sj9thqGkNYZuZkNMeZJAGJMBt","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14umun7gx739dsyurxuepgueueabhsos4g","CryptoWallet","14UmUN7gX739DsyUrxuEPgUEueAbhsos4G","Locky","","","","14UmUN7gX739DsyUrxuEPgUEueAbhsos4G","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14umxbmaxyrnfdenlvdmr7um14hipkd94m","CryptoWallet","14UMXBMaxyRnfdeNLVDMR7uM14HiPkD94M","NotNevada","","","","14UMXBMaxyRnfdeNLVDMR7uM14HiPkD94M","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14uo1uvgczcubouvdmq7gurmzm2lafryrj","CryptoWallet","14Uo1UvgcZcubouVdmq7GuRmZm2LAFrYRJ","Locky","","","","14Uo1UvgcZcubouVdmq7GuRmZm2LAFrYRJ","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14uojwykslljtypuk94rdsbfu3wdgqcqti","CryptoWallet","14uojWYkSLLJTyPUk94Rdsbfu3wdgqcqti","Locky","","","","14uojWYkSLLJTyPUk94Rdsbfu3wdgqcqti","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14uqevefbpgqq48izuxyugdcdhukx6ctpw","CryptoWallet","14UQeVEfBPGQq48iZuXYugDcDhUkX6Ctpw","Locky","","","","14UQeVEfBPGQq48iZuXYugDcDhUkX6Ctpw","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
"rwre-14uqsrr6ceem9tjrozrq9xjxqkbdbcxfet","CryptoWallet","14uqsrR6cEem9TJRoZRq9xJXQkbdBCxfeT","NotNevada","","","","14uqsrR6cEem9TJRoZRq9xJXQkbdBCxfeT","","","","","ransomwhe.re ransomware addresses","2023-04-20T15:28:17","2025-09-08T02:03:08","2023-04-20T15:28:17"
